ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Dt_Customer_Parsed,Age,Customer_Tenure_Days,Total_Spending,Total_Children,Total_Purchases,Total_Accepted_Campaigns,Marital_Status_Clean,Age_zscore,Age_minmax,Income_zscore,Income_minmax,Recency_zscore,Recency_minmax,MntWines_zscore,MntWines_minmax,MntFruits_zscore,MntFruits_minmax,MntMeatProducts_zscore,MntMeatProducts_minmax,MntFishProducts_zscore,MntFishProducts_minmax,MntSweetProducts_zscore,MntSweetProducts_minmax,MntGoldProds_zscore,MntGoldProds_minmax,NumDealsPurchases_zscore,NumDealsPurchases_minmax,NumWebPurchases_zscore,NumWebPurchases_minmax,NumCatalogPurchases_zscore,NumCatalogPurchases_minmax,NumStorePurchases_zscore,NumStorePurchases_minmax,NumWebVisitsMonth_zscore,NumWebVisitsMonth_minmax,Customer_Tenure_Days_zscore,Customer_Tenure_Days_minmax,Total_Spending_zscore,Total_Spending_minmax,Total_Children_zscore,Total_Children_minmax,Total_Purchases_zscore,Total_Purchases_minmax,Total_Accepted_Campaigns_zscore,Total_Accepted_Campaigns_minmax
5524,1957,Graduation,Single,58138.0,0,0,04-09-2012,58,635,81,546,120.5,81,88.0,3,8,10,4,7,0,0,0,0,0,0,1,2012-09-04,57,663,1617.0,0.0,25.0,1,Single,1.0068390249857873,0.609375,0.2995841633391318,0.48759467957514396,0.3069707202916231,0.5858585858585859,1.0055268296057214,0.5183673469387755,2.1763299176266875,1.0,2.2096754907068443,0.9820143884892086,2.18981419400045,1.0,2.1445655914449975,1.0,1.2150088949956654,0.6956521739130435,0.509774261813168,0.5,1.4880205759281648,0.6666666666666666,2.697072430292007,1.0,-0.5506618329769937,0.3076923076923077,0.7242904509412689,0.5384615384615384,1.530843118599755,0.9484978540772532,1.6792396631344912,0.6433524569718134,-1.298546248827711,0.0,1.3225155796306154,0.6172839506172839,0.621109558115965,0.2
2174,1954,Graduation,Single,46344.0,1,1,08-03-2014,38,11,1,6,2.0,1,6.0,2,1,1,2,5,0,0,0,0,0,0,0,2014-03-08,60,113,27.0,2.0,6.0,0,Single,1.2616869758654623,0.65625,-0.2637488969767493,0.3856465223827378,-0.3835785274645765,0.3838383838383838,-0.8793429331029585,0.008979591836734694,-0.7586584645759359,0.012345679012345678,-0.8101773973342896,0.01079136690647482,-0.7461531343752205,0.016597510373443983,-0.7602647851031514,0.012345679012345678,-0.8387130902603112,0.04743083003952569,-0.1401371476697555,0.3333333333333333,-1.1561501664283205,0.08333333333333333,-0.5938717771094493,0.1,-1.165865077799171,0.15384615384615385,-0.12736866197654878,0.38461538461538464,-1.1902788069558654,0.16165951359084407,-0.9611249484841714,0.008780244449987528,1.4683917748337139,0.8,-1.1554180795848366,0.14814814814814814,-0.5018003774609209,0.0
4141,1965,Graduation,Together,71613.0,0,0,21-08-2013,26,426,49,127,111.0,21,42.0,1,8,2,10,4,0,0,0,0,0,0,0,2013-08-21,49,312,776.0,0.0,21.0,0,Together,0.3272444893066539,0.484375,0.9432091411038002,0.604073517812186,-0.7979080761182963,0.26262626262626265,0.3742162840831027,0.34775510204081633,1.002334564745638,0.6049382716049383,-0.13350665760655397,0.22841726618705036,1.9544412858184341,0.921161825726141,-0.0340571909661142,0.25925925925925924,0.0629209520471908,0.33201581027667987,-0.790048557152679,0.16666666666666666,1.4880205759281648,0.6666666666666666,-0.22821130962039865,0.2,1.2949479014895389,0.7692307692307693,-0.5531982184354577,0.3076923076923077,-0.20572741934574082,0.44635193133047213,0.2826694503223558,0.30770765777001746,-1.298546248827711,0.0,0.8008453355852571,0.5185185185185185,-0.5018003774609209,0.0
6182,1984,Graduation,Together,26646.0,1,0,10-02-2014,26,11,4,20,10.0,3,5.0,2,2,0,4,6,0,0,0,0,0,0,0,2014-02-10,30,139,53.0,1.0,8.0,0,Together,-1.286792532931288,0.1875,-1.2046115917454645,0.21537563885077093,-0.7979080761182963,0.26262626262626265,-0.8793429331029585,0.008979591836734694,-0.6485964002433374,0.04938271604938271,-0.7318849150517417,0.03597122302158273,-0.5479443695903651,0.08298755186721991,-0.6876440256894477,0.037037037037037035,-0.8637584803244085,0.039525691699604744,-0.1401371476697555,0.3333333333333333,-0.7784114889488225,0.16666666666666666,-0.9595322445985,0.0,-0.5506618329769937,0.3076923076923077,0.2984608944823601,0.46153846153846156,-1.061643952293236,0.1988555078683834,-0.9179491749608474,0.01915689698179097,0.08492276300300138,0.4,-0.8945829575621574,0.19753086419753085,-0.5018003774609209,0.0
5324,1981,PhD,Married,58293.0,1,0,19-01-2014,94,173,43,118,46.0,27,15.0,5,5,3,6,5,0,0,0,0,0,0,0,2014-01-19,33,161,422.0,1.0,19.0,0,Married,-1.0319445820516129,0.234375,0.30698764174755655,0.48893451036748103,1.5499593662527824,0.9494949494949495,-0.3900017447074358,0.14122448979591837,0.7822104360804414,0.5308641975308642,-0.1838375390739062,0.21223021582733814,0.3439950719414841,0.3817427385892116,0.18380508727499695,0.3333333333333333,-0.6133045796834357,0.11857707509881422,1.809597080779015,0.8333333333333334,0.35480454348967116,0.4166666666666667,0.13744915786865206,0.3,0.06454141184518387,0.46153846153846156,-0.12736866197654878,0.38461538461538464,-0.9527990752710112,0.23032904148783978,-0.30518531226444073,0.16642554252930905,0.08492276300300138,0.4,0.540010213562578,0.4691358024691358,-0.5018003774609209,0.0
7446,1967,Master,Together,62513.0,0,1,09-09-2013,16,520,42,98,0.0,42,14.0,2,6,4,10,6,0,0,0,0,0,0,0,2013-09-09,47,293,716.0,1.0,22.0,0,Together,0.15734585538687054,0.453125,0.5085533119640241,0.5254124841975603,-1.143182699996396,0.16161616161616163,0.6581549983372948,0.42448979591836733,0.7455230813029086,0.5185185185185185,-0.295683942334689,0.17625899280575538,-0.7957053255714343,0.0,0.7284607828777748,0.5185185185185185,-0.638349969747533,0.11067193675889328,-0.1401371476697555,0.3333333333333333,0.732543220969169,0.5,0.5031096253577028,0.4,1.2949479014895389,0.7692307692307693,0.2984608944823601,0.46153846153846156,-0.2997298131376623,0.41917024320457796,0.18303304988391572,0.28376153654277875,0.08492276300300138,0.4,0.9312628965965967,0.5432098765432098,-0.5018003774609209,0.0
965,1971,Graduation,Divorced,55635.0,0,1,13-11-2012,34,235,65,164,50.0,49,27.0,4,7,3,7,6,0,0,0,0,0,0,0,2012-11-13,43,593,590.0,1.0,21.0,0,Divorced,-0.18245141245269614,0.390625,0.18002992813727914,0.4659585732963079,-0.5216883770158164,0.3434343434343434,-0.202723018284458,0.19183673469387755,1.5893322411861628,0.8024691358024691,0.07340918842589413,0.2949640287769784,0.4430994543339118,0.4149377593360996,0.9826334408257379,0.6049382716049383,-0.31275989891426836,0.2134387351778656,1.1596856712960915,0.6666666666666666,1.1102818984486669,0.5833333333333334,0.13744915786865206,0.3,0.37214303425627265,0.5384615384615384,0.2984608944823601,0.46153846153846156,1.1845185098926763,0.8483547925608012,-0.02620339103680849,0.23347468196557744,0.08492276300300138,0.4,0.8008453355852571,0.5185185185185185,-0.5018003774609209,0.0
6177,1985,PhD,Married,33454.0,1,0,08-05-2013,32,76,10,56,3.0,1,23.0,2,4,0,4,8,0,0,0,0,0,0,0,2013-05-08,29,417,169.0,1.0,10.0,0,Married,-1.3717418498911795,0.171875,-0.8794317142967177,0.27422446487806457,-0.5907433017914363,0.32323232323232326,-0.6830023328208044,0.062040816326530614,-0.4284722715781407,0.12345679012345678,-0.5305613891823328,0.10071942446043165,-0.7213770387771135,0.024896265560165973,-0.7602647851031514,0.012345679012345678,-0.41294145917065744,0.18181818181818182,-0.1401371476697555,0.3333333333333333,-0.022934133989826744,0.3333333333333333,-0.9595322445985,0.0,-0.5506618329769937,0.3076923076923077,1.1501200074001778,0.6153846153846154,0.3137594937148776,0.5965665236051502,-0.7253188007798632,0.06545273135445248,0.08492276300300138,0.4,-0.6337478355394782,0.24691358024691357,-0.5018003774609209,0.0
4855,1974,PhD,Together,30351.0,1,0,06-06-2013,19,14,0,24,3.0,3,2.0,1,3,0,2,9,0,0,0,0,0,0,1,2013-06-06,40,388,46.0,1.0,6.0,1,Together,-0.4372993633323711,0.34375,-1.0276445755956984,0.24740191682244,-1.039600312832966,0.1919191919191919,-0.8702810592437822,0.011428571428571429,-0.7953458193534686,0.0,-0.7095156343995851,0.04316546762589928,-0.7213770387771135,0.024896265560165973,-0.6876440256894477,0.037037037037037035,-0.9388946505167003,0.015810276679841896,-0.790048557152679,0.16666666666666666,-0.40067281146932465,0.25,-0.9595322445985,0.0,-1.165865077799171,0.15384615384615385,1.5759495638590866,0.6923076923076923,0.17028215582194492,0.5550786838340487,-0.9295734216786654,0.01636318283861312,0.08492276300300138,0.4,-1.1554180795848366,0.14814814814814814,0.621109558115965,0.2
5899,1950,PhD,Together,5648.0,1,1,13-03-2014,68,28,0,6,1.0,1,13.0,1,1,0,0,13,1,0,0,0,0,0,0,2014-03-13,64,108,49.0,2.0,2.0,1,Together,1.601484243705029,0.71875,-2.2075679763912905,0.033867464802428984,0.6522453441697229,0.6868686868686869,-0.8279923145676259,0.022857142857142857,-0.7953458193534686,0.0,-0.8101773973342896,0.01079136690647482,-0.7709292299733274,0.008298755186721992,-0.7602647851031514,0.012345679012345678,-0.6633953598116302,0.10276679841897234,-0.790048557152679,0.16666666666666666,-1.1561501664283205,0.08333333333333333,-0.9595322445985,0.0,-1.7810683226213486,0.0,3.279267789694722,1.0,-1.215016279006371,0.15450643776824036,-0.9245916016567434,0.017560488899975055,1.4683917748337139,0.8,-1.677088323630195,0.04938271604938271,0.621109558115965,0.2
